CVE_ENT,delito,resolucion,ubicacion,productos_servicios,detalles_adicionales
9, PARENTESCO CONSANGUNEO," YT17021,"," JALISCO,", SERVIDOR PBLICO, TENA INTERS FAMILIAR
9,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA,PRESENTO LICENCIA MEDICA APOCRIFA
27, Contraloria Interna, Contraloria Interna del H. Ayuntamiento de Jalapa en Tabasco., Tabasco., Contraloria Interna del H. Ayuntamiento de Jalapa en Tabasco., Contraloria Interna del H. Ayuntamiento de Jalapa en Tabasco.
22,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
9, C.I. EN DELEGACION CUAJIMALPA, C.I. EN DELEGACION CUAJIMALPA, CUAJIMALPA, C.I. EN DELEGACION CUAJIMALPA, C.I. EN DELEGACION CUAJIMALPA
9,OBTUVO, VIATICOS," EL ESTADO,", VIATICOS, HABER PRESENTADO FACTURAS CARENTES DE VALIDEZ
9,INCUMPLI EL SERVICIO ENCOMENDADO,INCUMPLI EL SERVICIO ENCOMENDADO, COMPROBADOS.,INCUMPLI EL SERVICIO ENCOMENDADO, JUSTIFICADOS Y COMPROBADOS.
19," VIOLENT CON SU CONDUCTA,"," VIOLENT CON SU CONDUCTA,", NUEVO LEN.,"FALSIFICACIN DOLOSA DE DOCUMENTOS,", MANIFESTACIONES FALSAS
9,ISMA FECHA., SANCIONES DE DESTITUCIN E INHABILITACIN," POZA RICA, VERACRUZ,", EMITIERON DIVERSAS PLIZAS CHEQUE, EMITIERON DIVERSAS PLIZAS CHEQUE
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,"EL 26 DE FEBRERO DE 2015,"," $1,160.48"," OFICINA TELEGRAFICA DE SU ADSCRIPCION,"," $1,160.48", REINTEGRO AL ORGANISMO
9,NO LOS PRECISAN,NO LOS PRECISAN,NO LOS PRECISAN,NO LOS PRECISAN,NO LOS PRECISAN
9,SOLICITAR Y AUTORIZAR EL PAGO,SOLICITAR Y AUTORIZAR EL PAGO, SIN VERIFICAR LA RECEPCION,SOLICITAR Y AUTORIZAR EL PAGO, SIN VERIFICAR LA RECEPCION DE LOS SERVICIOS
21,NO REMITIO, DETRIMENTO EL ERARIO, TEHUACAN PUEBLA," COBRO PARA LAS DIFERENTES  DEPENDENCIAS,", NO DESTINO D EMANERA CORRECTA EL COBRO
2, TRMITE DE LICENCIA., ART. 46 FRACCIN X, BAJA CALIFORNIA., RECAUDACIN DE RENTAS.,"
ARTCULO Y FRACCIONES VIOLENTADAS:"
9," DESIGNACIN DE SU SOBRINA,", 1103 2703 XA0403 00.0 275030.," TAMAULIPAS,", SERVICIOS," DESIGNACIN DE SU SOBRINA,"
21,DERIVADO," $7,433,129.60", PUEBLA.," $7,433,129.60"," SIN COMPROBAR, NI JUSTIFICAR"
30, PAGOS A PERSONAS QUE SOBREPASAN EL TABULADOR," ""GASTOS IMPROCEDENTES"," VERACRUZ,", AGUA," ""GASTOS IMPROCEDENTES"
9,PRIVACION ILEGAL DE LA LIBERTAD Y DE OTRAS GARANTIAS,PRIVACION ILEGAL DE LA LIBERTAD Y DE OTRAS GARANTIAS,PRIVACION,PRIVACION ILEGAL DE LA LIBERTAD,PRIVACION ILEGAL DE LA LIBERTAD Y DE OTRAS GARANTIAS
9,APROVECHO, $64856.00,APROVECHO SU PUESTO," SISTEMA INTEGRAL DE INFORMACION FINANCIERA,"," SISTEMA INTEGRAL DE INFORMACION FINANCIERA,"
9,FALTANTE EN CAJA A LA CAJA DE CAUDALES," $5,438.57"," PALIZADA, CAMPECHE,"," $5,438.57",FALTANTE EN CAJA A LA CAJA DE CAUDALES
9,INGRESO DE MANERA FORZADA,INGRESO DE MANERA FORZADA AL AREA DE FARMACIA, CONTROLADO., MEDICAMENTO, SUSTRAJO UNA CAJA DE MEDICAMENTO CONTROLADO.
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,SOLICITABA UNA CUOTA A SUS COMPAERAS, COMISION, COMPAERAS,SOLICITABA UNA CUOTA A SUS COMPAERAS,SOLICITABA UNA CUOTA A SUS COMPAERAS
9,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ.,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ., CARENTE DE VALIDEZ.,PRESENTO LICENCIA MEDICA, LICENCIA MEDICA CARENTE DE VALIDEZ.
9,EXPIDIO DIVERSAS RECETAS MEDICAS,EXPIDIO DIVERSAS RECETAS MEDICAS, PRESCRITOS., MEDICAMENTOS PRESCRITOS., DIVERSAS RECETAS MEDICAS
9,PRESENTO DOCUMENTO CARENTE DE VALIDEZ, PERMANENCIA, DOCUMENTO CARENTE DE VALIDEZ, DOCUMENTO CARENTE DE VALIDEZ, EXAMENES DE PERMANENCIA
9, EJERCICIO ABUSIVO," $23,500.00"," DIECISIETE DE SEPTIEMBRE DE DOS MIL DIEZ,", PIEZAS, PRETENDER OBTENER BENEFICIOS ADICIONALES
9,HABER GENERADO UN PERJUICIO," GENERADO UN PERJUICIO AL ERARIO PUBLICO FEDERAL,"," ERARIO PUBLICO FEDERAL,", CONTRATO, HABER CALCULADO ERRONEAMENTE
9, CUESTIN PERSONAL," $60,230.82"," OFICINA TELEGRAFICA DE SU ADSCRIPCION,"," $60,230.82", CUESTIN PERSONAL
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
7,NO ABSTENERSE, CAUSA LEGAL, DISTRITO FEDERAL, SERVICIO PBLICO, INCUMPLIMIENTO A LAS DISPOSICIONES LEGALES
9,CON MOTIVO DEL DESEMPEO DE LAS FUNCIONES QUE TENA, CONTRAPRESTACIONES COMPROBABLES QUE EL ESTADO LE OTORGA, ESTADO," DIVERSO SERVIDOR PBLICO,", NO DEPOSIT EN SU TOTALIDAD
21, AYUTAMIENTO DE TEHUACN, DAO PATRIMONIAL., PUEBLA, DAO PATRIMONIAL.," I, IX, IX BIS, XVI Y XXI."
9,ELABORO Y REVISO, OMITIO, OMITIO, AGUA., DOCUMENTACION REQUERIDA
13,OMITIO,OMITIO PRESENTAR EN TIEMPO, ESTADO DE HIDALGO, DECLARACION PATRIMONIAL, DECLARACION PATRIMONIAL
9,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ.,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ., CARENTE DE VALIDEZ.,PRESENTO LICENCIA MEDICA, LICENCIA MEDICA CARENTE DE VALIDEZ.
9,OMITI, ABSTENERSE DE RECIBIR DINERO, COMISIN FEDERAL DE ELECTRICIDAD.," ENERGA ELCTRICA,",OMITI ATENDER LAS INDICACIONES
20,SOLICITO Y OBTUVO, CONTRAPRESTACIONES COMPROBABLES QUE EL ESTADO LE OTORGABA, ESTADO, CONTRAPRESTACIONES COMPROBABLES QUE EL ESTADO LE OTORGABA, CONTRAPRESTACIONES COMPROBABLES
28,"
HECHOS:DELITO DE EJERCICIO INDEBIDO", EJERCICIO INDEBIDO DE FUNCIONES PBLICAS.," ESTADO
HECHOS:DELITO", EJERCICIO INDEBIDO DE FUNCIONES PBLICAS., PBLICAS.
21,"NO CUMPLI CON DILIGENCIA EL SERVICIO,", VIOLACIN DE PROCEDIMIENTOS., PUEBLA.," BENEFICIO PERSONAL,"," PAR BENEFICIO PERSONAL, EL USUARIO"
17," PORTACIN DE ARMA DE FUEGO,", INSCRIPCION DE SANCIN, ESTADO DE MORELOS., CONTRA LA SALUD., POSESIN DE CARTUCHOS Y CONTRA LA SALUD.
23,OMITIERN, COBRAR LAS MULTAS A LAS AEROLINEAS, QUINTANA ROO., AEROLINEAS, ACTAS DE UN RECHAZO
9,PRETENDI OBTENER BENEFICIOS ADICIONALES," $3,000.00", ZONA FEDERAL, MATERIAL PTREO,PRETENDI OBTENER BENEFICIOS ADICIONALES
9, PENAL, SANCIN ADMINISTRATIVA, ESTADO," EMPLEOS, CARGOS O COMISIONES", CONSIDERANDO NOVENO DE LA PRESENTE DETERMINACIN.
13,OMITIO,OMITIO PRESENTAR EN TIEMPO, ESTADO DE HIDALGO, DECLARACION PATRIMONIAL, DECLARACION PATRIMONIAL
1,OMITI,OMITI, ESTADO, SERVICIO., COMPROBACIN DE VITICOS
9,NO REALIZO,NO REALIZO,NO REALIZO," $917,290.10",NO REALIZO LOS DEPOSITOS
9," ILCITO PENAL,"," ILCITO PENAL,", AJUSTICIABLE., BENEFICIO ECONMICO, LOS CUADROS QUE SE SEALAN
9,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.
17,DEPENDENCIA: SECRETARA DE GOBIERNO," $15,000.00", MORELOS.," $15,000.00"," HABER SOLICITADO LA CANTIDAD DE $15,000.00"
9, Contraloria Interna, Contraloria Interna de la Delegacion Cuajimalpa.,Autoridad Sancionadora: Contraloria Interna, Contraloria Interna de la Delegacion, Contraloria Interna de la Delegacion Cuajimalpa.
28, IMPUDICIAS, PENALMENTE RESPONSABLE, TAMAULIPAS, IMPUDICIAS,"
HECHOS:"
9,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.,DEFICIENCIA EN LA PRESTACIN DEL SERVICIO.
9, Contraloria Interna, Contraloria Interna, Delegacion Cuajimalpa., Contraloria Interna en la Delegacion,Autoridad Sancionadora: Contraloria Interna
9,FALTANTE DE RECURSOS,FALTANTE DE RECURSOS, FACTURACION, ALMACEN RURAL PAREDON,FALTANTE DE RECURSOS
2, MISMOS RECURSO FINANCIERO,"242.46, PESOS MONEDA NACIONAL,", DCIMO TERCERO," MONEDA NACIONAL,", CHEQUES Y TRANSFERENCIAS BANCARIAS
9, NO CUMPLIAN CON LA EDAD REQUERIDA., CREDENCIALES, NO CUMPLIAN CON LA EDAD REQUERIDA., CREDENCIALES, CREDENCIALES
9, DOS MIL PESOS PARA ACELERAR LOS TRAMITES, DOS MIL PESOS, DOS MIL PESOS PARA ACELERAR LOS TRAMITES, DOS MIL PESOS PARA ACELERAR LOS TRAMITES, ACELERAR LOS TRAMITES
9,PERMITI, CHEQUES POR CONCEPTO DE VITICOS, 2006, CHEQUES, NO FUERON COBRADOS Y TAMPOCO FUERON CANCELADOS.
9,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
26,DEPENDENCIA:OBRAS PUBLICAS,DEPENDENCIA:OBRAS PUBLICAS,"
AUTORIDAD SANCIONADORA: TITULAR",DEPENDENCIA:OBRAS PUBLICAS, FALTAS ADMINISTRATIVAS IMPUTADAS
9,PRETENDI OBTENER BENEFICIOS ADICIONALES," $ $334,064.59,"," 16, 20 Y 23 DE ABRIL DEL 2009", MEDICAMENTOS," SIN CONTAR CON AUTORIZACIN O CONSENTIMIENTO ALGUNO,"
14, PBLICOS., PBLICOS., JALISCO., PBLICOS.," I, IV, V, Y XVIII"
14,INCUMPLIR,INCUMPLIR, ESTADO DE JALISCO.,INCUMPLIR," I, IV, V  Y XVIII"
9,INDEBIDAMENTE REGISTRO INFORMACION ERRONEA," COVAM,"," SIIPSO,", PROYECTOS PRODUCTIVOS, INFORMACION ERRONEA
9, SU CONYUGE.,NO SE EXCUSO, GUARDABAN RELACIN, ATENCIN, TRAMITES DE ASUNTOS
14,INCUMPLIR,INCUMPLIR, ESTADO DE JALISCO.,INCUMPLIR," FRACCIONES I Y XVIII,"
14,FUE OMISO, OMISO, H. AYUNTAMIENTO DE TLAJOMULCO DE ZIGA., DROGA O ENERVANTE., HABER CONCURRIDO A SUS LABORES
9,NO ENTREGO EN TIEMPO, DAO PATRIMONIAL, PARAESTATAL, RECURSOS DEL PROGRAMA OPORTUNIDADES, NO RESGUARDO LA CAJA FUERTE
9,EJERCICIO INDEBIDO DE FUNCIONES,EJERCICIO INDEBIDO DE FUNCIONES,EJERCICIO INDEBIDO DE FUNCIONES,EJERCICIO INDEBIDO DE FUNCIONES,EJERCICIO INDEBIDO DE FUNCIONES
9, SE LE DETECTO UN FALTANTE," $1,848.57"," LA OFICINA TELEGRAFICA DE SU ADSCRIPCION,"," $1,848.57"," RECONOCIO QUE DISPUSO PARA SOLVENTAR UNA CUESTION PERSONAL,"
17,FALTA DE SUPERVISIN, DESTRUCCIN," ESTADO,", MEDICAMENTO Y MATERIAL DE CURACIN, LA DESTRUCCIN DE LOS MISMOS
9, JUBILACIN;, PENSIN POR JUBILACIN;, SE LES CONCEDIERA LA PENSIN POR JUBILACIN;, PRESTARON SUS SERVICIOS, ACTUALIZO LA HISTORIA LABORAL
30, PERSONAL NO PREVISTO PARA EJECUTAR LOS TRABAJOS, FALLECE.," 2005,", CONDENSADOR E-431, IRREGULARIDADES
9," SE CORTARA LAS PIERNAS CON UNA NAVAJA,"," SE CORTARA LAS PIERNAS CON UNA NAVAJA,"," DGOSE,"," BESABA EN LA BOCA,"," BESABA EN LA BOCA,"
9, VIOLACIN DE PROCEDIMIENTOS., VIOLACIN DE PROCEDIMIENTOS.," SAN ANDRS CHOLULA, PUEBLA.", VIOLACIN DE PROCEDIMIENTOS., PREGUNTAS Y RESPUESTAS
13,NO REALIZAR EN TIEMPO, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO",NO REALIZAR EN TIEMPO SU DECLARACIN PATRIMONIAL
9,EN SU CARACTER DE TAQUIMECANOGRAFO," $5,480.87"," NO RECONOCIO HABERLOS FIRMADO,"," SERVIDOR PUBLICO,"," FORMATOS DE JUSTIFICACION DE INCIDENCIAS,"
9,ABUS DE SU EMPLEO," $52,146.00", PRRAFO TERCERO,ABUS DE SU EMPLEO, SUSCRIBIR DIECISIETE PRONUNCIAMIENTOS ESCRITOS
9, UN ASUNTO EN EL QUE TENIA INTERES FAMILIAR.,NO SE EXCUSO, UN ASUNTO EN EL QUE TENIA INTERES FAMILIAR., UN ASUNTO EN EL QUE TENIA INTERES FAMILIAR., UN ASUNTO EN EL QUE TENIA INTERES FAMILIAR.
1,"
FRACCIONES VIOLENTADAS:","
FRACCIONES VIOLENTADAS:", ESTADO DE AGUASCALIENTES.,"
FRACCIONES VIOLENTADAS:","
FRACCIONES VIOLENTADAS:"
9,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
9,NO SE ABSTUVO DE PARTICIPAR EN LA PROMOCION, EJECITIVO," 2013,", EJECITIVO, SIENDO ESTA SU FAMILIAR.
22,NO PRESENTO EN TIEMPO Y FORMA, ART. 49 FRACCIN IV., ESTADO DE QUERTARO, DECLARACIN DE SITUACIN PATRIMONIAL DE CONCLUSIN.,"
ARTCULO Y FRACCIONES INFRINGIDAS:"
9, NO SE EXCUSO DE INTERVENIR EN EL NOMBRAMIENTO," YERNO CHRISTOPHER SALVADOR CABRERA NAVA,"," BAJA CALIFORNIA,", TECNOLOGICO INDUSTRIAL Y DE SERVICIOS, OMITIDO INFORMAR A SU JEFE INMEDIATO LA CAUSA
9, INCUMPLI, EL VISTO BUENO PARA SU PAGO., RESIDENCIA DE OBRA, LOS CONCEPTOS DE TRABAJO," CONTRATISTA HAYA PRESENTADO LA FACTURA CORRESPONDIENTE,"
9, INFORMACION CARENTE DE VERACIDAD, CNDH,RINDIO INFORMACION CARENTE DE VERACIDAD, INFORMACION CARENTE DE VERACIDAD, INFORMACION CARENTE DE VERACIDAD
9, INCURRIO EN UJN," $4,125.38", CALERA," $4,125.38", TELEGRAFICA
9, TODA VEZ QUE EXISTE UN INTERS PERSONAL Y FAMILIAR, VULNERACIN," DOS MIL NUEVE,", ACTIVIDADES TURSTICAS RECREATIVAS," PRORROGAS DE DICHOS PERMISOS,"
21,AUTORIDAD SANCIONADORA: CONTRALORIA, CONTRALORIA, PUEBLA, CONTRALORIA MUNICIPAL, CONTRALORIA MUNICIPAL
9,"EL 11 DE DICIEMBRE DE 2008,"," $28,034.62.", ESTADO," TRABAJO,", BENEFICIOS ADICIONALES A LAS CONTRAPRESTACIONES COMPROBABLES
1, NO EXISTIR COMPROBACIN DE GASTOS REALIZADOS., NO EXISTIR COMPROBACIN DE GASTOS REALIZADOS., NO EXISTIR COMPROBACIN DE GASTOS REALIZADOS.," INGRESOS OBTENIDOS POR DIVERSOS EVENTOS,", NO EXISTIR COMPROBACIN DE GASTOS REALIZADOS.
9,OMITIO,OMITIO, DOS MIL QUINCE., PATRIMONIAL, DECLARACION DE SITUACION PATRIMONIAL
9," TAPACHULA,", BENEFICIOS ADICIONALES, ESTADO," INSTITUTO TECNOLOGICO DE TAPACHULA,", CONTRAPRESTACIONES COMPROBABLES
12,PIO, INHABILITACIN POR NUEVE AOS OCHO MESES., ESTADO DE GUERRERO., HACIENDA PBLICA MUNICIPAL, POR NO DAR CUENTA A LAS AUTORIDADES
21,POR 5 IRREGULARIDADES QUE FUERON CONTEMPLADAS," $871,126.37(OCHOCIENTOS", PUEBLA," $871,126.37(OCHOCIENTOS", 5 IRREGULARIDADES QUE FUERON CONTEMPLADAS
9, INCURRIO EN UN FALTANTE," $14,726.94"," DOS MIL QUINCE,"," $14,726.94", REINTEGRO POSTERIORMENTE AL ORGANISMO
22,EL SERVIDOR PUBLICO," $60,320.86.",EL SERVIDOR PUBLICO, LA TARJETA AMERICAN EXPRESS, NO COINCIDEN CON LAS PRESENTADAS LOS PROVEEDORES
21,DE LA REVISION AL CONTROL LEGISLATIVO," $2'146,046.37"," SIN COMPROBAR, NI JUSTIFICAR", GASTO," SIN COMPROBAR, NI JUSTIFICAR"
9,OBTUVO BENEFICIOS ECONOMICOS,OBTUVO BENEFICIOS ECONOMICOS, ESTADO, TRANSFERENCIAS ELECTRNICAS, NO JUSTIFICAR NI COMPROBAR EL MOTIVO
13,CELEBR, INHABILITACIN POR UN AO," ESTADO DE HIDALGO,"," DESEMPEAR ALGN EMPLEO, CARGO O COMISIN", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,OMITI ATENDER,OMITI ATENDER,OMITI, PBLICA.," QUEJAS, DENUNCIAS E INVESTIGACIONES"
9,PRIVACION ILEGAL DE LA LIBERTAD Y DE OTRAS GARANTIAS,PRIVACION ILEGAL DE LA LIBERTAD Y DE OTRAS GARANTIAS,PRIVACION,PRIVACION ILEGAL DE LA LIBERTAD,PRIVACION ILEGAL DE LA LIBERTAD Y DE OTRAS GARANTIAS
26,DEPENDENCIA O ENTIDAD: SECRETARA DE EDUCACIN," $1,640,000.00.", SONORA," ""INVERSIONES PRODUCTIVAS""", SE CONOCIERON HECHOS E IRREGULARIDADES
9,AUTORIZO PAGOS POR SERVICIOS DE VIGILANCIA,AUTORIZO PAGOS POR SERVICIOS DE VIGILANCIA, EL SAE NO LOS TENIA EN ADMINISTRACION, SERVICIOS DE VIGILANCIA," CONTRATOS SAE/0003/2008 Y SAE/0235/2009,"
13,CELEBR, INHABILITACIN POR UN AO," HIDALGO,"," ""CLORO PRESENTACIN DE UN LITRO,", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
17, AUTORIZO SU EXCARCELACION INDEBIDA., EXCARCELACION INDEBIDA., ESTADO DE MORELOS., BOLETA DE LIBERTAD, NO HABER LLEVADO A CABO UN CORRECTO ANALISIS
9,ABUSO DEL CARGO,ABUSO DEL CARGO COMO DIRECTOR DE ADMINISTRACIN ESCOLAR, DISTRITO FEDERAL, TTULOS DE CRDITO, DAO ECONMICO AL ERARIO FEDERAL POR LA MISMA.
9,ACCIONO DE MANERA INDEBIDA, MUERTE, INDEBIDA," ARMA DE FUEGO,",ACCIONO DE MANERA INDEBIDA
13,NO REALIZAR EN TIEMPO, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO",NO REALIZAR EN TIEMPO SU DECLARACIN PATRIMONIAL
9, ASEDIO FSICA Y VERBALMENTE DE MANERA CONTINUA," HOSTIGO SEXUALMENTE  A DOS DE SUS SUBORDINADAS,"," TOLUCA ESTADO DE MXICO,"," HOSTIGO SEXUALMENTE  A DOS DE SUS SUBORDINADAS,", INSINUACIONES U OBSERVACIONES DE CONTENIDOS SEXUALES
1,"OTORGAR DESCUENTOS POR PARTE DE UN SUBORDINADO,",OTORGAR DESCUENTOS, SIN ESTAR DEBIDAMENTE FACULTADO.,OTORGAR DESCUENTOS,OTORGAR DESCUENTOS
30,INCIDENTE,INCIDENTE,INCIDENTE DURANTE LA REPARACION, REPARACION DE LA GRUA DE CARGA,INCIDENTE DURANTE LA REPARACION
26, INFRACCIN, NO HABER ELABORADO EL PARTE DE NOVEDADES, SONORA.," CENTRO DE READAPTACIN SOCIAL HERMOSILLO I,", NO HABER ELABORADO EL PARTE DE NOVEDADES
5,PRESUNTA FALSIFICACION Y USO DE DOCUMENTOS.,PRESUNTA FALSIFICACION,PRESUNTA FALSIFICACION Y USO DE DOCUMENTOS.,PRESUNTA FALSIFICACION Y USO DE DOCUMENTOS.,PRESUNTA FALSIFICACION Y USO DE DOCUMENTOS.
21, INCURRI EN CONDUCTAS DE OMISIN, PAGOS DE CANTIDADES DE VOLMENES DE OBRA, PUEBLA, PAGOS DE CANTIDADES DE VOLMENES DE OBRA," DOCUMENTOS ANEXOS A ESTAS,"
13,NO REALIZAR EN TIEMPO SU DECLARACION,NO REALIZAR EN TIEMPO, ESTADO DE HIDALGO,NO REALIZAR EN TIEMPO,NO REALIZAR EN TIEMPO SU DECLARACION DE CONCLUSION
9,"IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,", NO PROPORCIONAR RESPUESTA ADECUADA, NO PROPORCIONAR RESPUESTA ADECUADA
29,"HABER OTORGADO UN INDULTO,","HABER OTORGADO UN INDULTO,", TLAXCALA,"HABER OTORGADO UN INDULTO,", SIN HABER REUNIDO LOS REQUISITOS
13,NO REALIZAR EN TIEMPO,NO REALIZAR EN TIEMPO, ESTADO DE HIDALGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO.,NO REALIZAR EN TIEMPO SU DECLARACIN PATRIMONIAL
16,NO ESPECIFICA,NO ESPECIFICA,NO ESPECIFICA,NO ESPECIFICA,NO ESPECIFICA
9," TOCAMIENTOS EN LOS SENOS,"," TOCAMIENTOS EN LOS SENOS,",EJERCI," TOCAMIENTOS EN LOS SENOS,"," TOCAMIENTOS EN LOS SENOS,"
26,"
VIOLACIONES","
VIOLACIONES AL NUMERAL 63 FRACCIN XVII,","DEPENDENCIA:MUNICIPIO DE HUATABAMPO, SONORA","
VIOLACIONES AL NUMERAL 63","
VIOLACIONES AL NUMERAL 63 FRACCIN XVII,"
9,OMITIR,OMITIR,OMITIR, LA DECLARACION DE SITUACION PATRIMONIAL, DECLARACION DE SITUACION PATRIMONIAL
17, PROVOC UN DETRIMENTO AL ERARIO PBLICO, DAO," ESTADO DE MORELOS,", CONVENIO LABORAL, PROVOC UN DETRIMENTO AL ERARIO PBLICO
9,NO CUMPLIO CON LA COMISION," ASALTADO,"," ESTADO DE MEXICO,", COMISION, SIN REINTEGRAR LOS VIATICOS
9,OMITIR,OMITIR,OMITIR, LA DECLARACION DE SITUACION PATRIMONIAL, DECLARACION DE SITUACION PATRIMONIAL
9,RETIRO UN MEDIDOR, MULTA A CAMBIO DE 2500 PESOS," ALTERADO EN EL MECANISMO DE MEDICION,", UN MEDIDOR," ALTERADO EN EL MECANISMO DE MEDICION,"
9,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ.,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ., CARENTE DE VALIDEZ.,PRESENTO LICENCIA MEDICA, LICENCIA MEDICA CARENTE DE VALIDEZ.
9,INTERVENCIN,INTERVENCIN EN ASUNTOS, 2012,INTERVENCIN EN ASUNTOS," INTERS PERSONAL Y FAMILIAR,"
9,INCUMPLIMIENTO,INCUMPLIMIENTO,INCUMPLIMIENTO, SERVIDORES PUBLICOS.,INCUMPLIMIENTO A LAS FRACCIONES XIII Y XXIV
13, NO REALIZAR EN TIEMPO,"
FIRME:", ESTADO DE HIDALGO., DECLARACIN PATRIMONIAL DE CONCLUSIN DE ENCARGO., NO REALIZAR EN TIEMPO SU DECLARACIN PATRIMONIAL
9, LASCIVO, AGRAVIO DE STAS.,EJERCI," EMPLEO,"," NO TRAT CON RESPETO Y RECTITUD A DOS ALUMNAS,"
9, ABUSO SEXUAL., ABUSO SEXUAL.," 2016,", ABUSO SEXUAL., ABUSO SEXUAL.
9, UNA BUSQUEDA, DOSCIENTOS DIEZ MIL TRESCIENTOS PESOS., DOSCIENTOS DIEZ MIL TRESCIENTOS PESOS., DOSCIENTOS DIEZ MIL TRESCIENTOS PESOS., INFORMACION Y DOCUMENTACION
2,INCUMPLIR CON LA NORMATIVIDAD, ART. 46 FRACCIN III, BAJA CALIFORNIA.,INCUMPLIR,"
ARTCULO Y FRACCIONES VIOLENTAS:"
9,PRETENDIO,PRETENDIO OBTENER BENEFICIOS ADICIONALES, EL ESTADO,PRETENDIO OBTENER BENEFICIOS,PRETENDIO OBTENER BENEFICIOS ADICIONALES
9,DEFICIENTE ATENCION MEDICA, OCASIONANDO LA MUERTE," ZONA NO. 3,",DEFICIENTE ATENCION MEDICA,DEFICIENTE ATENCION MEDICA
21,OMITIR," $1'521,818.42 M.N.",OMITIR," $1'521,818.42 M.N.","OMITIR DIRIGIR, CONTROLAR Y EVALUAR"
9," 2012,"," $19,688.00,"," 2012,"," PROGRAMA DE ATENCION A ADULTOS MAYORES 70 Y MAS,", NO FUERON PAGADOS A SUS LEGITIMOS BENEFICIARIOS;
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,EXPEDICIN DE INCAPACIDADES,EXPEDICIN DE INCAPACIDADES,EXPEDICIN DE INCAPACIDADES MISMAS QUE EL SERVIDOR PBLICO,EXPEDICIN DE INCAPACIDADES,EXPEDICIN DE INCAPACIDADES
30,PARTICIPO EN LA SUSTRACIN," 1485,510.00"," 1485,510.00"," TUBOS DE INTERCAMBIADOR DE CALOR,",PARTICIPO EN LA SUSTRACIN
13,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL, ESTADO DE HIDALGO,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL,NO REALIZAR EN TIEMPO SU DECLARACION PATRIMONIAL
9,OBTUVO, UN BENEFICIO ADICIONAL, COMISIN, COMISIN FEDERAL DE ELECTRICIDAD, CONTRAPRESTACIONES COMPROBABLES
1,ABUSO DE AUTORIDAD,ABUSO DE AUTORIDAD, AGUASCALIENTES, SERVICIO PBLICO,ABUSO DE AUTORIDAD
